filename,text,up_votes,down_votes,age,gender,accent,duration,pitch,intensity,spectral_centroid
cv-valid-test/sample-000149.mp3,make sure you've read my introductory post on voice coding since we will be building upon that,1,0,fourties,male,us,5.184,805.1386108398438,0.0960492193698883,1382.3357875158108
cv-valid-test/sample-000158.mp3,it was the first time either had touched the other,2,0,sixties,male,england,3.864,1847.2008056640625,0.030103620141744614,2393.7553221943813
cv-valid-test/sample-000160.mp3,then connect to localhost within windows,1,0,thirties,male,england,,,,
cv-valid-test/sample-000167.mp3,that doesn't say much for mine,1,0,twenties,female,us,3.024,1668.11376953125,0.018011130392551422,3248.4919166467803
cv-valid-test/sample-000168.mp3,don't give in to your fears said the alchemist in a strangely gentle voice,2,0,fifties,male,england,,,,
cv-valid-test/sample-000169.mp3,just handling them made him feel better,3,0,fourties,female,canada,2.832,1826.6441650390625,0.02468886598944664,2725.0478952870208
cv-valid-test/sample-000181.mp3,my tax dollars pay for those public school proms,3,0,fourties,male,newzealand,4.416,1580.9173583984375,0.06251973658800125,3991.3025384253683
cv-valid-test/sample-000182.mp3,just give me a few hours before you make any decisions,2,0,thirties,male,us,4.296,1772.33154296875,0.061787087470293045,1944.884046738554
cv-valid-test/sample-000185.mp3,one is loved because one is loved,1,0,fifties,male,australia,3.408,1487.8026123046875,0.04665999859571457,1599.568754557245
cv-valid-test/sample-000188.mp3,i'd hate to have that many pins stuck in me,1,0,fourties,male,england,,,,
cv-valid-test/sample-000191.mp3,apparently it's the dumplings that make this stew taste so good,1,0,teens,male,england,3.024,1309.1722412109375,0.02835983596742153,1909.7458919452845
cv-valid-test/sample-000211.mp3,the alchemist is two hundred years old the englishman had told him,2,0,sixties,female,england,,,,
cv-valid-test/sample-000214.mp3,i would have won the junior olympics if not for those medaling kids,3,0,twenties,male,us,,,,
cv-valid-test/sample-000215.mp3,his hands began to tremble and the woman sensed it,1,0,twenties,male,indian,,,,
cv-valid-test/sample-000217.mp3,in spite of this i still believed that there were men in mars,1,0,thirties,male,england,,,,
cv-valid-test/sample-000221.mp3,sadly my dream of becoming a squirrel whisperer may never happen,3,0,thirties,male,canada,,,,
cv-valid-test/sample-000222.mp3,an army is coming the boy said,3,0,twenties,female,philippines,,,,
cv-valid-test/sample-000223.mp3,i noticed that the boy answered,3,0,fifties,male,us,,,,
cv-valid-test/sample-000227.mp3,at most they thought that another meteorite had descended,5,1,fourties,female,us,4.248,1410.793701171875,0.05746189504861832,3054.9141924707233
cv-valid-test/sample-000230.mp3,but his heart was speaking of other things,3,0,thirties,male,us,,,,
cv-valid-test/sample-000232.mp3,they were strange books,2,1,twenties,male,indian,,,,
cv-valid-test/sample-000239.mp3,it was such a gradual movement that he found it only by noticing the dots,8,1,thirties,male,australia,,,,
cv-valid-test/sample-000241.mp3,because we're the people and we're tough,1,0,thirties,male,england,,,,
cv-valid-test/sample-000242.mp3,and he knew what was the fair price for every one of his animals,2,1,teens,male,us,,,,
cv-valid-test/sample-000244.mp3,jupiter has a great red spot,1,0,sixties,male,england,,,,
cv-valid-test/sample-000245.mp3,then you taught me something of the universal language and the soul of the world,3,0,sixties,male,canada,5.784,1115.36962890625,0.11068274080753326,1314.9762889428127
cv-valid-test/sample-000248.mp3,then where is your gun,3,0,thirties,male,us,2.616,1705.1318359375,0.06611066311597824,2513.177944339178
cv-valid-test/sample-000249.mp3,and one can always come back,1,0,seventies,male,england,6.576,1708.11865234375,0.014166751876473427,4233.728740355982
cv-valid-test/sample-000257.mp3,i have already described the appearance of that colossal bulk which was embedded in the ground,4,0,thirties,male,england,,,,
cv-valid-test/sample-000270.mp3,the boy remembered an old proverb from his country,2,0,thirties,female,us,4.824,1084.72900390625,0.02734633907675743,1704.4834783440538
cv-valid-test/sample-000273.mp3,i need you to be spontaneous he asked me out to din din,4,0,sixties,female,canada,,,,
cv-valid-test/sample-000278.mp3,did she discuss it with you,1,0,thirties,female,ireland,,,,
cv-valid-test/sample-000279.mp3,the cottage burned down,1,0,fifties,female,indian,,,,
cv-valid-test/sample-000281.mp3,and the sand and gravel had been flung violently in every direction,2,0,sixties,female,us,6.264,1800.39990234375,0.019824238494038582,2776.7451558554635
cv-valid-test/sample-000285.mp3,no one seemed to have thought about it that night,4,0,fourties,female,us,,,,
cv-valid-test/sample-000286.mp3,the man was speaking the language of alchemy,1,0,fifties,male,england,3.192,1375.744873046875,0.013339408673346043,2468.990067588058
cv-valid-test/sample-000288.mp3,a drought hit western europe,1,0,fifties,male,australia,,,,
cv-valid-test/sample-000289.mp3,i found a little crowd of about twenty people surrounding the huge hole,4,0,fourties,male,us,,,,
cv-valid-test/sample-000294.mp3,he was able to get on his knees but he quickly slipped back,1,0,fourties,male,us,,,,
cv-valid-test/sample-000297.mp3,from then on he would make his own decisions,1,0,thirties,male,england,,,,
cv-valid-test/sample-000301.mp3,i should thank you,1,0,fifties,male,canada,2.472,1333.0177001953125,0.030579272657632828,3387.861201836863
cv-valid-test/sample-000305.mp3,another who was searching the boy's bags found the piece of gold,1,0,twenties,male,indian,,,,
cv-valid-test/sample-000314.mp3,this is what was written on the emerald tablet said the alchemist when he had finished,2,0,thirties,female,us,,,,
cv-valid-test/sample-000321.mp3,some went away while i was there and other people came,3,0,seventies,male,us,3.984,1045.9066162109375,0.004909005481749773,2618.0047150832215
cv-valid-test/sample-000328.mp3,now the moon's out,1,0,fourties,male,england,2.736,850.4094848632812,0.02207856811583042,1198.3279334489878
cv-valid-test/sample-000330.mp3,but i'll make you and maria a business proposition,1,0,thirties,male,england,,,,
cv-valid-test/sample-000334.mp3,it was rising slowly and painfully out of the cylinder,2,1,twenties,male,indian,,,,
cv-valid-test/sample-000337.mp3,i didn't find the blowdryer so i just used the vacuumcleaner,1,0,fifties,female,indian,5.304,1408.3980712890625,0.12186072766780853,1732.0709538291374
cv-valid-test/sample-000341.mp3,that sobered him a little,2,0,twenties,male,england,,,,
cv-valid-test/sample-000342.mp3,and there were dunes rocks and plants that insisted on living where survival seemed impossible,2,0,fourties,male,england,,,,
cv-valid-test/sample-000344.mp3,they're not my sheep anymore he said to himself without nostalgia,3,0,fifties,female,england,6.672,1645.781494140625,0.011252393014729023,3343.505851147356
cv-valid-test/sample-000346.mp3,she wasn't her type,1,0,thirties,male,scotland,1.584,1804.5230712890625,0.04972342029213905,2666.7938064076634
cv-valid-test/sample-000347.mp3,the boy looked around for the ovens and other apparatus used in alchemy but saw none,1,0,thirties,male,us,6.336,1803.54736328125,0.05475546047091484,3049.7921572412947
cv-valid-test/sample-000348.mp3,but why do you want a divorce,3,1,teens,male,us,,,,
cv-valid-test/sample-000349.mp3,there was no need to imprison them the arabs simply confiscated their horses,1,0,twenties,male,us,,,,
cv-valid-test/sample-000352.mp3,that night there was another jetting out of gas from the distant planet,3,0,fourties,male,australia,,,,
cv-valid-test/sample-000356.mp3,before the sun had reached its high point five hundred tribesmen appeared on the horizon,1,0,thirties,male,england,6.672,1565.0301513671875,0.02274753898382187,2257.103332857061
cv-valid-test/sample-000358.mp3,what's all this mess,2,0,twenties,male,canada,1.872,1920.846435546875,0.009502261877059937,3933.5243684798784
cv-valid-test/sample-000361.mp3,when you are loved you can do anything in creation,2,1,fifties,male,scotland,,,,
cv-valid-test/sample-000364.mp3,do you have any secret hiding place here in the house,1,0,thirties,male,us,,,,
cv-valid-test/sample-000365.mp3,they were on the right track,3,0,seventies,male,australia,3.528,1769.1068115234375,0.019929954782128334,2767.1509861332434
cv-valid-test/sample-000367.mp3,i'm crazy about adrian,1,0,thirties,male,hongkong,,,,
cv-valid-test/sample-000368.mp3,he was sure the girl would never understand,1,0,thirties,male,us,2.808,1213.8223876953125,0.0488521046936512,1424.3298017100558
cv-valid-test/sample-000370.mp3,the thought was so dreadful to him that he forgot about the heat and went forward,3,0,eighties,female,us,6.672,1740.2874755859375,0.043901871889829636,2855.714084845979
cv-valid-test/sample-000372.mp3,he started to read the book he had bought,1,0,teens,female,us,,,,
cv-valid-test/sample-000376.mp3,maybe she didn't even remember him,2,0,fifties,male,us,,,,
cv-valid-test/sample-000381.mp3,this is for you he said holding one of the parts out to the monk,2,0,thirties,male,australia,3.864,1986.78515625,0.06223047897219658,3879.177377846981
cv-valid-test/sample-000384.mp3,then he dropped his spade picked up his jacket and came out into the road,5,2,thirties,male,us,,,,
cv-valid-test/sample-000385.mp3,i don't know what she's talking about,2,0,teens,male,england,,,,
cv-valid-test/sample-000391.mp3,is winged victory showing anywhere in one minute,1,0,thirties,male,canada,,,,
cv-valid-test/sample-000395.mp3,can i help you asked the man behind the window,1,0,twenties,male,us,,,,
cv-valid-test/sample-000396.mp3,something terribly important's happened,1,0,fourties,male,england,,,,
cv-valid-test/sample-000397.mp3,everyone when they are young knows what their destiny is,5,0,thirties,male,england,,,,
cv-valid-test/sample-000398.mp3,where was his horse,2,0,sixties,male,canada,,,,
cv-valid-test/sample-000404.mp3,he needed someone to talk to so as to avoid thinking about the possibility of war,2,0,fifties,male,england,,,,
cv-valid-test/sample-000406.mp3,it was the pure language of the world,1,0,fourties,male,us,,,,
cv-valid-test/sample-000408.mp3,he decided to spend the night there,2,0,teens,male,african,,,,
cv-valid-test/sample-000411.mp3,whenever he saw the sea or a fire he fell silent impressed by their elemental force,1,0,thirties,male,england,5.616,1029.9876708984375,0.029997102916240692,1583.076926384436
cv-valid-test/sample-000414.mp3,i myself heard nothing of that,1,0,twenties,male,us,,,,
cv-valid-test/sample-000417.mp3,now i'm beginning what i could have started ten years ago,15,1,twenties,male,australia,,,,
cv-valid-test/sample-000418.mp3,when the simum ceased to blow everyone looked to the place where the boy had been,2,0,fourties,male,us,5.616,1524.5809326171875,0.10826348513364792,2614.340794938254
cv-valid-test/sample-000421.mp3,it seemed as if what the old king had called beginner's luck were no longer functioning,1,0,fourties,male,england,6.384,1537.2772216796875,0.034630242735147476,3350.9070087926284
cv-valid-test/sample-000426.mp3,i get more of a kick out of it that way,1,0,thirties,male,england,2.616,1321.1748046875,0.04015142470598221,1295.8701494762806
cv-valid-test/sample-000427.mp3,that's all you are,2,0,fourties,male,england,2.016,1614.851318359375,0.048743076622486115,2830.962434842464
cv-valid-test/sample-000433.mp3,where do you live,1,0,fifties,female,indian,2.136,2034.739990234375,0.05373404920101166,2052.1097518460356
cv-valid-test/sample-000438.mp3,i could have helped her,2,0,thirties,male,england,,,,
cv-valid-test/sample-000446.mp3,and in that way the months passed,1,0,twenties,male,us,,,,
cv-valid-test/sample-000449.mp3,it's awfully clear now,1,0,fourties,male,scotland,,,,
cv-valid-test/sample-000459.mp3,it was however still so hot from its flight through the air,2,0,thirties,female,us,,,,
cv-valid-test/sample-000465.mp3,i should have been there,1,0,thirties,female,canada,1.992,1653.669677734375,0.035802263766527176,2684.018965192632
cv-valid-test/sample-000466.mp3,don't ask me why i don't know why,2,1,twenties,male,us,,,,
cv-valid-test/sample-000467.mp3,this is the first phase of the job he said,2,0,twenties,male,us,,,,
cv-valid-test/sample-000470.mp3,you certainly delivered the goods,3,0,fourties,male,england,,,,
cv-valid-test/sample-000471.mp3,this is christmas eve,1,0,twenties,male,us,2.856,2044.2767333984375,0.05092502757906914,4993.901749406787
cv-valid-test/sample-000476.mp3,i thought about whether we should find coins and models in it and so on,3,0,teens,male,us,4.224,941.8698120117188,0.06910230219364166,1991.6502994694636
cv-valid-test/sample-000482.mp3,their faces were hidden behind blue veils with only their eyes showing,3,1,twenties,male,us,,,,
cv-valid-test/sample-000483.mp3,so he asked if the old man's blessing was still with him,2,0,twenties,male,indian,,,,
cv-valid-test/sample-000484.mp3,we'll have something to drink and eat these hawks,12,0,fifties,female,us,,,,
cv-valid-test/sample-000487.mp3,until then he had considered the omens to be things of this world,2,0,thirties,female,newzealand,,,,
cv-valid-test/sample-000489.mp3,and they had understood each other perfectly well,2,1,twenties,male,us,,,,
cv-valid-test/sample-000493.mp3,then he realized that he had been distracted for a few moments looking at the sword,3,0,twenties,female,canada,,,,
cv-valid-test/sample-000498.mp3,he is going to transform himself into the wind just to demonstrate his powers,2,0,twenties,male,indian,,,,
cv-valid-test/sample-000499.mp3,it's going to take a while the boy said,3,0,thirties,female,england,,,,
cv-valid-test/sample-000504.mp3,she used her microscope to inspect it,1,0,thirties,male,us,4.536,1904.9072265625,0.06716745346784592,2863.9096193580217
cv-valid-test/sample-000510.mp3,it was glaringly hot not a cloud in the sky nor a breath of wind,4,0,fourties,female,england,,,,
cv-valid-test/sample-000513.mp3,the stranger seemed satisfied with the answer,1,0,fourties,male,us,3.456,1618.2386474609375,0.08575821667909622,2561.553866736288
cv-valid-test/sample-000514.mp3,he'll be ready on time,2,0,twenties,male,england,,,,
cv-valid-test/sample-000516.mp3,i want to tell you a story about dreams said the alchemist,10,0,fifties,male,us,,,,
cv-valid-test/sample-000518.mp3,i just don't trust anyone who says they've never had hamburger helper,3,1,fourties,female,us,,,,
cv-valid-test/sample-000522.mp3,so you got married,1,0,thirties,male,england,,,,
cv-valid-test/sample-000528.mp3,he instead offers an alternate explanation that relates to site scalability issues,1,0,twenties,other,us,,,,
cv-valid-test/sample-000530.mp3,my wife pointed out to me the brightness of the red green and yellow signal lights,2,0,thirties,male,england,,,,
cv-valid-test/sample-000531.mp3,she placed the glass carefully on the edge of the table,1,0,thirties,male,us,4.104,1979.888916015625,0.034429918974637985,3185.024595175038
cv-valid-test/sample-000532.mp3,because you will never again be able to keep it quiet,4,0,twenties,male,us,4.104,1433.93994140625,0.032621171325445175,2309.103239544069
cv-valid-test/sample-000538.mp3,they were looking only for gold his companion answered,1,0,thirties,male,newzealand,3.984,1490.6982421875,0.0446767620742321,3589.255697912239
cv-valid-test/sample-000545.mp3,what do you mean by that,3,0,thirties,male,us,,,,
cv-valid-test/sample-000548.mp3,i'd like to build a display case for the crystal the boy said to the merchant,1,0,fifties,female,england,,,,
cv-valid-test/sample-000549.mp3,it's a private club for only the most respectable people,1,0,twenties,female,canada,,,,
cv-valid-test/sample-000550.mp3,we migrated our stuff from mac os to linux,1,0,twenties,male,australia,,,,
cv-valid-test/sample-000553.mp3,you got someplace to sleep,1,0,twenties,male,england,,,,
cv-valid-test/sample-000559.mp3,what is love the desert asked,2,0,fourties,female,us,,,,
cv-valid-test/sample-000561.mp3,are you sure this is claire,1,0,fifties,female,indian,,,,
cv-valid-test/sample-000566.mp3,do not do tomorrow what you could do today,1,0,teens,male,us,,,,
cv-valid-test/sample-000569.mp3,the boy spent a sleepless night,6,0,fifties,male,us,,,,
cv-valid-test/sample-000570.mp3,the top had certainly ceased to rotate,4,1,fifties,male,scotland,,,,
cv-valid-test/sample-000573.mp3,is this the ear you can't hear on,1,0,thirties,female,us,,,,
cv-valid-test/sample-000579.mp3,what have you got to report,1,0,thirties,female,england,2.136,1662.47216796875,0.06433077901601791,2961.154207317099
cv-valid-test/sample-000581.mp3,go and speak to the tribal chieftains said the camel driver,2,0,sixties,female,canada,4.824,1888.9376220703125,0.015267510898411274,2175.102739896338
cv-valid-test/sample-000585.mp3,even if you cleaned my crystal for an entire year,6,0,fourties,male,us,,,,
cv-valid-test/sample-000587.mp3,he's doing it because it's what he wants to do,3,0,fifties,female,canada,,,,
cv-valid-test/sample-000592.mp3,he didn't want any conversation at this point,1,0,twenties,male,us,3.84,1439.2169189453125,0.0851994976401329,2935.451460674598
cv-valid-test/sample-000593.mp3,he had tried in vain to establish a relationship with an alchemist,1,0,thirties,female,us,,,,
cv-valid-test/sample-000596.mp3,how could you even think that,1,0,twenties,female,us,,,,
cv-valid-test/sample-000597.mp3,jackson was glad that he'd wore kevlar that morning,1,0,fourties,female,england,4.416,1388.933837890625,0.028512194752693176,3166.7491913503554
cv-valid-test/sample-000602.mp3,maybe that's why they give up on it so early too,3,0,twenties,male,us,,,,
cv-valid-test/sample-000605.mp3,this is unfair,1,0,sixties,female,us,,,,
cv-valid-test/sample-000607.mp3,i had the everyone has gary busey's teeth dream again,5,1,fourties,female,england,4.728,1468.418212890625,0.04214024916291237,3269.9686499054965
cv-valid-test/sample-000609.mp3,but i'd like to see the castles in the towns where they live the boy explained,2,0,fourties,male,us,,,,
cv-valid-test/sample-000611.mp3,most meteorites are more or less rounded,3,0,sixties,male,us,,,,
cv-valid-test/sample-000613.mp3,once to the thief and once to the general,4,0,twenties,male,wales,,,,
cv-valid-test/sample-000614.mp3,i want to see him do it said the chief,2,0,twenties,male,us,,,,
cv-valid-test/sample-000616.mp3,so how will we name all these hurricanes,2,0,fourties,male,us,,,,
cv-valid-test/sample-000617.mp3,but the boy was too frightened to listen to words of wisdom,3,0,seventies,male,england,,,,
cv-valid-test/sample-000618.mp3,amy's a genius at research,1,0,thirties,male,australia,,,,
cv-valid-test/sample-000624.mp3,the drivers carried the freight themselves over such treacherous footing and then reloaded the camels,3,2,twenties,male,us,,,,
cv-valid-test/sample-000629.mp3,he heard a muffled grating sound and saw the black mark jerk forward an inch or so,5,0,fourties,female,england,,,,
cv-valid-test/sample-000631.mp3,he became friendly with the camel driver who traveled alongside him,2,0,twenties,male,australia,,,,
cv-valid-test/sample-000632.mp3,the wind began to pick up,1,0,seventies,male,england,,,,
cv-valid-test/sample-000633.mp3,that's the man who knows all the secrets of the world she said,3,0,fifties,male,us,,,,
cv-valid-test/sample-000634.mp3,then came the night of the first falling star,2,0,twenties,male,hongkong,,,,
cv-valid-test/sample-000638.mp3,he's in the insurance business,2,0,thirties,male,southatlandtic,,,,
cv-valid-test/sample-000641.mp3,i thought about the difficulties in translation that might arise,7,0,twenties,male,us,,,,
cv-valid-test/sample-000643.mp3,so now i fear nothing because it was those omens that brought you to me,1,0,fifties,male,england,,,,
cv-valid-test/sample-000646.mp3,he had always believed that the sheep were able to understand what he said,5,0,twenties,female,canada,,,,
cv-valid-test/sample-000647.mp3,two more months passed and the shelf brought many customers into the crystal shop,2,0,twenties,male,england,,,,
cv-valid-test/sample-000648.mp3,i don't want any plastics,2,0,thirties,female,us,,,,
cv-valid-test/sample-000651.mp3,it was however still so hot from its flight through the air,3,0,thirties,male,us,3.432,1296.4439697265625,0.021415675058960915,2587.41336675749
cv-valid-test/sample-000655.mp3,after all what he had always wanted was just that to know new places,4,0,twenties,female,canada,,,,
cv-valid-test/sample-000663.mp3,and at that i told him and he took my place,3,0,thirties,male,england,,,,
cv-valid-test/sample-000669.mp3,it may be the gases of the firing that caused the martians inconvenience,8,1,thirties,male,england,4.872,1382.7767333984375,0.030674420297145844,2135.1367480160748
cv-valid-test/sample-000672.mp3,how do people celebrate good weather over there,1,0,thirties,male,england,3.552,1588.0697021484375,0.040708988904953,2718.1148934709154
cv-valid-test/sample-000673.mp3,there was a thud like the fall of a great mass,3,0,fourties,male,us,,,,
cv-valid-test/sample-000679.mp3,hundreds of observers saw the flame that night and the night after,3,0,teens,male,us,4.896,992.7260131835938,0.038869358599185944,2040.8621013027353
cv-valid-test/sample-000680.mp3,when you are in love things make even more sense he thought,2,1,thirties,male,newzealand,,,,
cv-valid-test/sample-000684.mp3,i thought the unscrewing might be automatic,1,0,thirties,male,newzealand,,,,
cv-valid-test/sample-000687.mp3,it looked like a rusty gas float,3,0,fourties,male,england,,,,
cv-valid-test/sample-000696.mp3,if he abandons that pursuit it's because it wasn't truelove,2,1,twenties,male,indian,4.824,1233.315673828125,0.09022676944732666,2852.324016740622
cv-valid-test/sample-000697.mp3,my seven year resume gap is marked not drugs,5,0,fifties,male,us,6.624,1780.9119873046875,0.06238747388124466,2540.985623905412
cv-valid-test/sample-000698.mp3,he could sell the stones and buy a return ticket,5,0,twenties,male,us,3.24,1770.50244140625,0.07065191119909286,3050.0485418609665
cv-valid-test/sample-000702.mp3,he thought of the merchant's daughter and was sure that she had probably married,3,0,thirties,male,england,,,,
cv-valid-test/sample-000703.mp3,the guy thought he was a lunatic at large and made an unsuccessful attempt to stop him,7,0,thirties,male,african,,,,
cv-valid-test/sample-000705.mp3,today i understand something i didn't see before every blessing ignored becomes a curse,3,0,sixties,male,canada,,,,
cv-valid-test/sample-000707.mp3,then whose is it,1,0,sixties,male,ireland,1.944,1790.06884765625,0.04941432550549507,2726.2471816581437
cv-valid-test/sample-000708.mp3,two horsemen waiting ahead of them,3,0,twenties,male,canada,,,,
cv-valid-test/sample-000709.mp3,but you know that i'm not going to go to mecca,1,0,thirties,male,england,,,,
cv-valid-test/sample-000711.mp3,the article should discuss possible approaches to image registration,1,0,thirties,female,us,4.296,1593.068359375,0.02887626737356186,2479.8609098557245
cv-valid-test/sample-000714.mp3,now i too will be one of the women who wait,1,0,twenties,male,us,,,,
cv-valid-test/sample-000720.mp3,it's just that i never have,3,0,twenties,male,indian,2.496,1083.9031982421875,0.17052891850471497,1664.5520675888295
cv-valid-test/sample-000724.mp3,all i saw was an army said the boy,1,0,sixties,female,us,,,,
cv-valid-test/sample-000725.mp3,the boy fell to the sand nearly unconscious,1,0,sixties,male,newzealand,,,,
cv-valid-test/sample-000727.mp3,almost everyone here speaks spanish,1,0,thirties,female,us,,,,
cv-valid-test/sample-000728.mp3,the thing itself was almost entirely buried in sand,1,0,twenties,male,us,,,,
cv-valid-test/sample-000732.mp3,advancing slowly they searched among the stones,3,0,fifties,female,us,,,,
cv-valid-test/sample-000734.mp3,was the doctor here,2,0,thirties,male,us,,,,
cv-valid-test/sample-000735.mp3,put jackie right on the staff,1,0,teens,male,us,2.208,1755.317626953125,0.024592343717813492,2948.7731258945596
